Sentences,BIO tags,Animated_NP
"Dann ist nämlich auch gewährleistet , dass wir die Menschenrechte in unserem Land einhalten können und dass jeder eine soziale , wirtschaftliche und kulturelle Teilhabe hat","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Herzlichen Dank,"['B', 'I']","[0, 0]"
"Jetzt kommt der letzte Redner in dieser Debatte , und das ist Bernd Rützel von der SPD","['O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I']","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
Frau Präsidentin,"['B', 'I']","[1, 1]"
Verehrte Kollegen,"['B', 'I']","[1, 1]"
Liebe Gäste im Deutschen Bundestag,"['B', 'I', 'O', 'B', 'I']","[1, 1, 0, 1, 1]"
"Wer den INF-Vertrag verstehen will , muss die Geschichte der Abrüstungs- und Limitationsgespräche in den 1970er- und 1980er-Jahren kennen","['B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der INF-Vertrag war einer davon , sozusagen der krönende Abschluss","['B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es gab aber auch SALT I. Es gab START I , START II und New START","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Es gab MBFR-Verhandlungen in Wien,"['O', 'O', 'B', 'O', 'B']","[0, 0, 0, 0, 0]"
Sie sind alle erfolgreich gelaufen,"['B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0]"
Warum,['O'],[0]
"Weil man eine Sache damals auf westlicher Seite , im Osten sowieso , berücksichtigt hat : nämlich dass Sie , wenn Sie den Frieden wollen , auch die Rüstung dafür haben müssen , um abzuschrecken","['O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das ist das eigentliche Erfolgsgeheimnis aller Verhandlungen damals gewesen,"['B', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Die westlichen Nationen , die NATO-Staaten , hatten eben in jeder Schublade , abgestuft , das notwendige Potenzial , um einen möglichen Gegner von einem Angriff abzuhalten","['B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
"Das war der eigentliche Grund für die Erfolgsgeschichte der Abrüstungsverhandlungen in den 1970er- und 1980er-Jahren , meine Damen und Herren","['B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]"
"Auf der anderen Seite standen diejenigen , die mit Friedensmut und Friedensinitiative glaubten , die Welt schönreden zu können","['O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sie erinnern sich an die Demonstration in Bonn : 350 000 Menschen gegen die Nachrüstung,"['B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
"Das Gegenteil war der Fall : Nicht die Friedenspolitik der Bewegten , bis hin zu Willy Brandt , war das Entscheidende – das wird ja heute in der Geschichtsdarstellung so schön umgedreht – , sondern das Beharren auf der Position , dass wir , wenn die Russen damals ihre SS 20 nicht abgerüstet hätten , mit einer Pershing dagegengehalten hätten","['B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das hat den Frieden in Europa erhalten – das und nichts anderes,"['B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Es war ja ein sozialdemokratischer Bundeskanzler , der mit dem NATO-Doppelbeschluss genau das klar erkannt hat","['B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Meine Herren von der Sozialdemokratie , ich kann Ihnen nur sagen : Früher hatten Sie einen Schmidt , heute haben Sie Schulz , und deswegen sind Sie auf dem Weg zur 5-Prozent-Hürde","['B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B']","[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir reden heute in der Tat allerdings von einer Situation , in der der INF-Vertrag letztendlich seine Wirkung verloren hat","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der INF-Vertrag , lieber Herr Außenminister , ist tot","['B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 1, 0, 0, 0]"
"Die Amerikaner wollen ihn nicht mehr , und die Russen wollen ihn nicht mehr – nicht , weil sich die Bedrohungssituation in Europa so verändert hätte , dass wir uns feindlich gegenüberstehen , sondern weil beide Länder erkannt haben , dass rund um Europa und Russland neue Mächte Entwicklungen für neue Systeme vollzogen haben , die wir gar nicht mehr kontrollieren können","['B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Das haben Sie , Herr Minister , ja völlig richtig ausgeführt","['B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Dann ist es doch höchste Zeit , dass wir uns auf das konzentrieren , was sich im außereuropäischen Umfeld entwickelt","['O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Und das können wir nur , wenn wir diejenigen , mit denen wir bis zum Mauerfall und bis zum Fall der Sowjetunion in einer gespannten Atmosphäre lebten , heute mitnehmen","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich gebe Ihnen , Herr Maas , ja recht – ich sehe nur keine Taten , von Frau Merkel schon gar nicht – , dass wir auf die Russen zugehen müssen","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]"
Und spätestens dann müssen Sie doch sagen : Jetzt beenden wir die Sanktionspolitik und kommen auch in diesem Bereich zu einer Kooperation mit Russland,"['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"– Denn nur wenn Sie das hinkriegen , können Sie auch auf den Rest der Welt einwirken","['O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das ist doch das Allesentscheidende,"['B', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0]"
Es ist die Frage gestellt worden : Braucht man jetzt einen neuen NATO-Doppelbeschluss,"['B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Nein , ich glaube , einen neuen NATO-Doppelbeschluss braucht man nicht ; denn beide Länder sind daran überhaupt nicht interessiert","['O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
Die Amerikaner wie die Russen sind nicht an einer Verlängerung von INF interessiert,"['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Die Herausforderung für uns besteht darin , mit dem russischen Partner in Moskau zu einer Einigung zu kommen , damit wir gemeinsam global wirken – da gebe ich Ihnen völlig recht , Herr Maas – , um auf Länder wie Indien , Pakistan , China und andere Einfluss nehmen zu können","['B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es muss also nicht unser Ziel sein , eine Konfrontationspolitik mit Russland fortzuführen und die Raketen zu zählen , die eventuell in Königsberg oder Rumänien oder anderswo aufgestellt wurden , im Gegenteil","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Reisen Sie nicht zuerst nach Peking,"['B', 'B', 'O', 'O', 'O', 'B']","[0, 0, 0, 0, 0, 0]"
"Reisen Sie zuerst nach Moskau , Herr Maas","['B', 'B', 'O', 'O', 'B', 'O', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 1]"
"Kommen Sie mit den Russen und den Amerikanern dahin gehend ins Gespräch , dass wir uns gemeinsam für eine globale Vereinbarung zur Reduzierung oder gar für die Abschaffung von INF-Waffen einsetzen können","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Für Deutschland , für Europa , für Russland und letztendlich zum Segen des Rests der Welt","['O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Danke schön,"['O', 'O']","[0, 0]"
Vielen Dank,"['O', 'O']","[0, 0]"
– Nächster Redner : Roderich Kiesewetter für die CDU / CSU-Fraktion,"['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Sehr geehrte Frau Präsidentin,"['B', 'I', 'I', 'I']","[1, 1, 1, 1]"
Meine lieben Kolleginnen und Kollegen,"['O', 'O', 'B', 'O', 'B']","[0, 0, 1, 0, 1]"
Es ist in der Tat immer die gleiche Leier,"['B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Schon wieder steckt ein Vorschlag der AfD voll verdrehter und auch verkürzter Fakten,"['O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Die AfD verpackt in der öffentlichen Darstellung das Thema „ Indexierung von Kindergeld für EU-Ausländer “ in Behauptungen über vermeintlichen Sozialtourismus,"['B', 'I', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aber auch durch permanente und gebetsmühlenartige Wiederholungen wird ihr eintöniger Antrag weder korrekter noch seriöser und erst recht nicht zielführender,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es ist bedauerlich und zugleich in meinen Augen auch sehr aussagekräftig , dass die AfD abermals die geltende Rechtslage ganz bewusst ausblendet","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Denn solange das geltende EU-Recht nicht geändert wird , ist eine Indexierung des Kindergeldes aus juristischer Sicht eine Diskriminierung von EU-Bürgern und damit schlicht rechtswidrig – ganz einfach","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
So schwer ist das eigentlich nicht zu verstehen,"['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
"Sie werden es nicht schaffen , meine Damen und Herren von der AfD , die FDP-Fraktion zu einem Abstimmungsverhalten zu bringen , das sehenden Auges die bestehende Rechtslage ignoriert","['B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das werden wir nicht mitmachen,"['B', 'O', 'B', 'O', 'O']","[0, 0, 1, 0, 0]"
Wir pflegen uns an die Rechtsordnung zu halten,"['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0]"
Das mag bei Ihnen anders sein,"['B', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
"Weil Sie das Beispiel Österreich in diesem Zusammenhang so häufig anführen , möchte ich dazu auch zwei Punkte erläutern","['O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Erstens hätten Sie wissen müssen , dass Österreich , weil es die Indexierung der Familienbeihilfe – so nennt sie sich dort – beschlossen hat , gerade ein Vertragsverletzungsverfahren droht","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sie spielen also auch da wieder wissentlich mit der Absicht , zur Durchsetzung Ihrer populistischen Forderungen gegen geltendes Recht zu verstoßen","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Zweitens vergleichen Sie , wenn Sie die Systeme in Deutschland und Österreich – der Kollege hat auch schon darauf hingewiesen – miteinander vergleichen , Äpfel mit Birnen","['O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In Deutschland haben wir das Kindergeld , das zweigeteilt ist","['O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zum Teil ist es die verfassungsrechtlich gebotene Freistellung von Einkommensteilen der Eltern ; der Betrag darüber hinaus ist eine Sozialleistung,"['O', 'B', 'O', 'B', 'B', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
In Österreich gibt es eine vom Einkommen der Eltern völlig unabhängige Familienleistung,"['O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
"Das sind also Dinge , die nicht miteinander zu vergleichen sind","['B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In Deutschland steht auch zumindest die verfassungsmäßige Freistellung für eine Indexierung überhaupt nicht zur Verfügung ; das geht ja gar nicht,"['O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es ist schade , dass Sie verpassen , zu erwähnen , was man wirklich machen kann und auch muss , ohne Recht zu brechen , indem man einfach nur bestehendes Recht konsequent durchsetzt und möglicherweise auch anpasst","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Der Kollege Steininger hat darauf hingewiesen : Wir müssen gegen Betrüger vorgehen , die beispielsweise mit Urkundenfälschung Kinder erfinden , um Kindergeld zu kassieren","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Es muss dafür gesorgt werden , dass hier in Deutschland geeignete und auch bestehende Kontrollmechanismen umgesetzt und bei Bedarf angepasst werden","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Von diesen Betrugsfällen findet sich bei Ihnen kein Wort – und auch kein Wort über die Kinder deutscher Staatsbürger im Ausland , die von Ihrem Gesetzentwurf ebenfalls betroffen wären , oder von Fällen , bei denen die Indexierung zu Mehrkosten führt , weil es sich um Länder mit höheren Lebenshaltungskosten handelt","['O', 'B', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kein Wort,"['B', 'I']","[0, 0]"
Das ist alles sehr scheinheilig und dient aus meiner Sicht vor allen Dingen der Stimmungsmache gegen Ausländer,"['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Meine Damen und Herren der AfD , mit diesem Antrag wollen Sie das EU-Recht brechen","['B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O']","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Schon deshalb lehnen wir den Antrag natürlich ab,"['O', 'O', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 1, 0, 0, 0, 0]"
"An anderer Stelle , wenn es um die Migration und die Dublin-Verordnung geht , fordern Sie die Einhaltung europäischen Rechts","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sie biegen sich das Recht , wie es Ihnen passt","['B', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Damit legen Sie die Axt an die Rechtsstaatlichkeit in Europa,"['O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
– Das scheint Sie sehr zu treffen,"['O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
"Seit Ihrem Europaparteitag letzte Woche wissen wir zudem , dass Sie demokratische Institutionen wie das EU-Parlament abschaffen wollen","['O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
