Sentences,BIO tags,Animated_NP
"Diese Möglichkeit haben Verbraucherinnen und Verbraucher in vielen Bereichen von Internetplattformen nicht , weil es diese Monopolisierungstendenzen gibt","['B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Das Wettbewerbsrecht ist eine Antwort darauf und kann helfen , Datenschutz und fairen Wettbewerb herzustellen","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir haben in unserem Antrag ganz konkrete Vorschläge gemacht , wie das gehen kann","['B', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir sehen unter anderem eine Verpflichtung zu Interoperabilität vor , die zum Beispiel dafür sorgt , dass man von WhatsApp aus mit Threema kommunizieren kann , genauso wie man eine E-Mail von Gmail an Web.de schicken kann , genauso wie man mit seinem Handy anbieterübergreifend telefonieren kann","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Eine solche Verpflichtung zu Interoperabilität würde Wettbewerb ermöglichen,"['B', 'I', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
"Wir verlangen von Ihnen als Bundesregierung , dass Sie eine solche Verpflichtung mit einer Nachweispflicht für die Anbieter einführen : Wenn das technisch oder unter Datenschutzaspekten nicht geht , muss das nachgewiesen werden","['B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ansonsten ist die Verpflichtung zu Interoperabilität einzuhalten,"['O', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0]"
"Das wäre ein wichtiger erster Schritt , um für Wettbewerb auf den digitalen Märkten zu sorgen","['B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ein weiteres Thema ist die Fusionskontrolle,"['B', 'I', 'I', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0]"
"Die Europäische Kommission hat die Fusion von Facebook und WhatsApp in der irrigen Annahme erlaubt , dass das Zusammenführen von Daten nicht der Hauptgrund für Facebook gewesen wäre , WhatsApp zu kaufen","['B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
Natürlich war das Gegenteil der Fall,"['O', 'O', 'B', 'I', 'B', 'I']","[0, 0, 0, 0, 0, 0]"
Die Europäische Kommission musste schon ein Missbrauchsverfahren gegen Facebook einleiten,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
"Wir fordern , dass das Zusammenführen von Daten endlich auch in der Fusionskontrolle eine Rolle spielt","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Die Kommission muss sagen : Wir haben einen Fehler gemacht,"['B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O']","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"Facebook missbraucht die Daten , die sie von WhatsApp bekommen haben , und deshalb muss diese Fusion rückgängig gemacht werden","['B', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nun zum letzten Argument,"['O', 'O', 'B', 'I']","[0, 0, 0, 0]"
"Ich möchte mich bei der FDP bedanken , deren letzter Wirtschaftsminister einen Vorschlag zur missbrauchsunabhängigen Entflechtungsmöglichkeit eingebracht hat","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
Das war eine sehr gute Vorlage von Ihnen damals,"['B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es gibt Märkte , die so vermachtet sind , dass es keine Möglichkeit gibt , fairen Wettbewerb herzustellen","['O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wenn man sich anguckt , dass die Internetanbieter gerade über das gigantische Zusammentragen von Daten enorme Wettbewerbsvorteile haben , dann erkennt man , dass man darüber nachdenken muss , ob man als Ultima Ratio , als letzten Schritt , wenn wirklich nichts anderes mehr wirkt , eine missbrauchsunabhängige Entflechtungsmöglichkeit auch in diesen Märkten einführt – für fairen Wettbewerb , für Datenschutz , für die Verbraucherrechte","['O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I']","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das wäre unser Vorschlag,"['B', 'O', 'B', 'I']","[0, 0, 0, 0]"
Das Wort hat der Kollege Axel Knoerig für die CDU / CSU-Fraktion,"['B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'B']","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1]"
Herr Präsident,"['B', 'I']","[1, 1]"
Liebe Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
Der 70. Jahrestag der Gründung des Staates Israel ist zunächst einmal ein Tag großer Freude und bei uns in Deutschland zugleich auch ein Tag voller Sorgen,"['B', 'I', 'I', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es besteht Freude darüber , dass es Israel gelungen ist , in diesen 70 Jahren einen demokratischen Rechtsstaat zu bauen und zu erhalten","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
"Israel – so hat es die frühere Vorsitzende des Zentralrats der Juden , Frau Knobloch , formuliert – ist der einzige Staat der Welt , der jeden Tag um seine Existenz ringen und bangen muss , und dies prägt dieses Land natürlich auch","['B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dass wir uns darüber freuen , dass dieses wunderschöne kleine Land seit 70 Jahren existieren kann , ist auch eine Freude darüber , dass in dieser Region ein Zeichen für Demokratie und Rechtsstaatlichkeit gesetzt worden ist","['O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir betrachten das Existenzrecht Israels als Teil unserer Staatsräson , wie es die Bundeskanzlerin bei ihrem Besuch in Israel formuliert hat","['B', 'O', 'B', 'I', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Dies ist zugleich auch eine Bestätigung der Demokratie und des Rechtsstaats – nicht nur in dieser Region , sondern in der ganzen Welt","['B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit dem Existenzrecht Israels verteidigen wir nicht nur dieses Land und diesen Staat , sondern auch die Demokratie und den Rechtsstaat","['O', 'B', 'I', 'B', 'O', 'B', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
"Natürlich ist Kritik an einer demokratisch gewählten Regierung nicht nur bei uns , sondern auch in Israel zulässig","['O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir sehen aber , dass immer wieder und zunehmend Kritik an Maßnahmen der israelischen Regierung mit einer fundamentalen Kritik am und kritischen Äußerungen zum Judentum verbunden sind","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dies lehnen wir entschieden ab,"['B', 'O', 'B', 'O', 'O']","[0, 0, 1, 0, 0]"
"Gerade wir in unserem Land haben allen Grund , auch Aktionen , die von einigen Bündnissen im linken Spek­trum unseres Landes durchgeführt werden – „ Kauft nicht bei Juden","['B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"“ – , zu unterbinden","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
Ein Boykott mit solchen Formulierungen ist in unserem Land unzulässig,"['B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"So wünschen wir Israel , den Menschen , die dort leben , für die nächsten Jahre alles Gute","['O', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sie sollen wissen : Wir stehen an ihrer Seite,"['B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
Damit komme ich zum zweiten Teil : Einige von uns haben an der gestrigen Demonstration unter dem Motto „ Berlin trägt Kippa “ in der Fasanenstraße vor dem Jüdischen Gemeindehaus teilgenommen,"['O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es war beeindruckend , wie viele Menschen dort waren","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Aber – das kann man sagen – wir hätten uns gewünscht , dass es noch mehr gewesen wären","['O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vor allem – das hat Cem Özdemir so formuliert – hätten wir uns gewünscht , dass wir zu der Veranstaltung aufgerufen hätten und dass es nicht notwendig gewesen wäre , dass dies die Jüdische Gemeinde tut","['O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
"Dieses Bekenntnis war beeindruckend , aber es war zur gleichen Zeit auch bedrückend und beklemmend , dass in dem Augenblick , in dem wir gefordert haben , dass sich in dieser Stadt jüdisches Leben unbedrängt und in der Öffentlichkeit entfalten kann , am Hermannplatz Demonstranten , die eine vergleichbare Veranstaltung wie die in der Fasanenstraße durchgeführt haben , als Terroristen beschimpft wurden und ihnen die israelische Flagge aus der Hand genommen und zerrissen wurde","['B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das hat noch einmal deutlich gemacht , dass Antisemitismus bei uns vorhanden ist und dass wir ihm entschieden entgegentreten müssen","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Der Präsident des Zentralrats der Juden hat in seiner Rede auf der Kundgebung formuliert , dass der Antisemitismus in unserer Gesellschaft klar benannt werden muss , dass es Antisemitismus gegeben hat , bevor in großer Zahl Flüchtlinge nach Deutschland kamen , und dass alle jüdischen Einrichtungen bis zum heutigen Tag durch die Polizei geschützt werden müssen","['B', 'I', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
"Aber er hat auch den Satz gesagt , dass all diejenigen – ganz egal , woher sie kommen – , die in diesem Land leben wollen , akzeptieren müssen , dass der Antisemitismus in dieser Gesellschaft keinen Platz hat","['O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
"Vieles hat Platz in dieser Gesellschaft , aber nicht der Antisemitismus , meine sehr verehrten Damen und Herren","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]"
"Nun war gestern auch klar , dass dieses Bekenntnis dazu beiträgt , den Jüdinnen und Juden etwas Mut zu machen und zu zeigen , dass sie nicht allein stehen","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Aber das reicht nicht,"['O', 'B', 'O', 'O']","[0, 0, 0, 0]"
"Wir müssen natürlich auch dafür sorgen , dass sich in der Wirklichkeit einiges ändert","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es muss an unseren Schulen klar daran gearbeitet werden , dass „ Jude “ auf dem Schulhof kein Schimpfwort sein darf , meine sehr verehrten Damen und Herren","['B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Wir dürfen die Lehrerinnen und Lehrer nicht allein lassen,"['B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[1, 0, 1, 1, 0, 1, 0, 0, 0]"
"Wenn uns berichtet wird , dass Schulleiter und Lehrerinnen und Lehrer sich nicht so richtig trauen , am Elternabend diesen oder jenen Vorfall in der Klasse anzusprechen , dann müssen wir sie unterstützen","['O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
– Auf diesen Zwischenruf habe ich schon gewartet,"['O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
"Da kann ich Ihnen nur sagen : Von Ihnen wollen und brauchen wir , aber auch die Jüdinnen und Juden in diesem Land keine Belehrungen , meine sehr verehrten Damen und Herren","['O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]"
"Dieser Satz stammt nicht von mir ; er stammt von der Präsidentin der Jüdischen Studierendenunion , einer jungen Frau , die gestern unter dem tosenden Beifall der fast 3 000 Menschen gesagt hat : Die AfD wollen wir hier nicht","['B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
Stellen Sie sich woandershin,"['B', 'B', 'B', 'O']","[0, 0, 0, 0]"
Für Sie haben wir bei unserer Demonstration keinen Platz,"['O', 'B', 'O', 'B', 'O', 'B', 'I', 'B', 'I']","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
– Sie können es gerne im Internet auf YouTube anschauen,"['O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dort ist es eingestellt,"['O', 'O', 'B', 'O']","[0, 0, 0, 0]"
"Es gibt einige Kolleginnen und Kollegen , die dabei waren und bestätigen können , dass es genau so formuliert worden ist","['O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dieser Satz stammt nicht von uns , sondern von einer jungen jüdischen Frau in Deutschland , und wir unterstützen ihn natürlich , liebe Kolleginnen und Kollegen","['B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]"
"Es ist also ein Tag der Freude , aber auch der Sorgen , und wir alle sind verpflichtet , nicht nur zu reden , sondern zu handeln","['B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Jetzt hat das Wort der Kollege Alexander Graf Lambsdorff , FDP","['O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'O', 'B']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]"
Sehr geehrter Herr Präsident,"['B', 'I', 'I', 'I']","[1, 1, 1, 1]"
Liebe Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
"Ich möchte mit einem außergewöhnlichen Lob für den Abgeordneten Gehrke beginnen , weil das die erste Rede der AfD war , in der das Wort „ Flüchtling “ nicht vorkam und in der der Flüchtling nicht für alles verantwortlich gemacht wurde","['B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"Lieber Herr Theurer , es hat mich gepfupfert , dass Sie in Ihrer Rede Minister Spahn beim Thema Digitalisierung angehen","['B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'O']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
