Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
Nächster Redner : Sven-Christian Kindler für Bündnis 90 / Die Grünen .,[START] Nächster Redner [END] : [START] Sven-Christian Kindler [END] für [START] Bündnis [END] 90 / [START] Die Grünen [END] .,"['B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O']","[1, 1, 0, 1]",,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]",
"Ihr Antrag ist damit keine Handreichung für jene , die Kernenergie befürworten und vielleicht eine Handreichung brauchen , andere Energieerzeugungsformen für besser zu befinden .","[START] Ihr Antrag [END] ist damit [START] keine Handreichung [END] für [START] jene [END] , [START] die Kernenergie [END] befürworten und vielleicht [START] eine Handreichung [END] brauchen , [START] andere Energieerzeugungsformen [END] für besser zu befinden .","['B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Darüber ist geredet worden , und darüber wird jetzt geredet .","Darüber ist geredet worden , und darüber wird jetzt geredet .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir erleben nämlich derzeit ein drastisches Wachstum des Energieverbrauchs digitaler Anwendungen .,[START] Wir [END] erleben nämlich derzeit [START] ein drastisches Wachstum [END] [START] des Energieverbrauchs [END] [START] digitaler Anwendungen [END] .,"['B', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'I', 'O']","[1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dass Sie aber jetzt so tun , als sei diese Demonstration eine linksextremistische Veranstaltung gewesen , geht nicht .","Dass [START] Sie [END] aber jetzt so tun , als sei [START] diese Demonstration [END] [START] eine linksextremistische Veranstaltung [END] gewesen , geht nicht .","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die Kinder brauchen doch Mutter und Vater .,[START] Die Kinder [END] brauchen doch [START] Mutter [END] und [START] Vater [END] .,"['B', 'I', 'O', 'O', 'B', 'O', 'B', 'O']","[1, 1, 1]",,"[1, 1, 0, 0, 1, 0, 1, 0]",
Das kann man ihnen nicht übel nehmen .,[START] Das [END] kann [START] man [END] [START] ihnen [END] nicht übel nehmen .,"['B', 'O', 'B', 'B', 'O', 'O', 'O', 'O']","[0, 1, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0]",
"Danke , Herr Außenminister , für die Fragemöglichkeit .","Danke , [START] Herr Außenminister [END] , für [START] die Fragemöglichkeit [END] .","['O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']","[1, 0]",,"[0, 0, 1, 1, 0, 0, 0, 0, 0]",
"In 30 Jahren gab es deshalb lediglich einen einzigen Volksentscheid in Sachsen , und zwar zum Thema „ Pro Kommunale Sparkasse “ , als die Staatsregierung über eine Holding deren Eigenständigkeit abschaffen wollte .","In [START] 30 Jahren [END] gab es deshalb lediglich [START] einen einzigen Volksentscheid [END] in [START] Sachsen [END] , und zwar zum [START] Thema [END] „ Pro [START] Kommunale Sparkasse [END] “ , als [START] die Staatsregierung [END] über [START] eine Holding [END] [START] deren [END] Eigenständigkeit abschaffen wollte .","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
Künftig ist nur noch die Verfassungsklage gegen das spezielle Maßnahmengesetz möglich .,Künftig ist nur noch [START] die Verfassungsklage [END] gegen [START] das spezielle Maßnahmengesetz [END] möglich .,"['O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich will auch noch mal was zu dem Thema der Rekordinvestitionen sagen , mit dem sich die Koalition hier immer brüstet : In einer wachsenden Wirtschaft mit einem wachsenden Bundeshaushalt haben Sie ja jedes Jahr Rekordinvestitionen , selbst wenn Sie überhaupt nichts verbessern , wenn Sie einfach nur den Stand halten .","[START] Ich [END] will auch noch mal [START] was [END] zu [START] dem Thema [END] [START] der Rekordinvestitionen [END] sagen , mit [START] dem [END] [START] sich [END] [START] die Koalition [END] hier immer brüstet : In [START] einer wachsenden Wirtschaft [END] mit [START] einem wachsenden Bundeshaushalt [END] haben [START] Sie [END] ja [START] jedes Jahr [END] Rekordinvestitionen , selbst wenn [START] Sie [END] [START] überhaupt nichts [END] verbessern , wenn [START] Sie [END] einfach nur [START] den Stand [END] halten .","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wollen Sie allen Ernstes bei Vermietungen zwischen 50 und 66 Prozent der ortsüblichen Miete wieder die Totalüberschussprognose einführen ?,Wollen [START] Sie [END] [START] allen Ernstes [END] bei [START] Vermietungen [END] zwischen [START] 50 und 66 Prozent [END] [START] der ortsüblichen Miete [END] wieder [START] die Totalüberschussprognose [END] einführen ?,"['O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Schließlich der selbstherrliche Regierungsstil von Frau Merkel , der das Parlament immer weiter marginalisiert : Entscheidungen von größter Tragweite und Schädlichkeit für das Land werden von der Legislative doch nur noch abgenickt .","[START] Schließlich der selbstherrliche Regierungsstil [END] von [START] Frau Merkel [END] , [START] der [END] [START] das Parlament [END] immer weiter marginalisiert : [START] Entscheidungen [END] von [START] größter Tragweite [END] und [START] Schädlichkeit [END] für [START] das Land [END] werden von [START] der Legislative [END] doch nur noch abgenickt .","['B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 1, 0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",
Mehr Transitgüterverkehr muss von den Autobahnen auf die Schiene geholt werden .,[START] Mehr Transitgüterverkehr [END] muss von [START] den Autobahnen [END] auf [START] die Schiene [END] geholt werden .,"['B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich zitiere : „ Diejenigen , die derzeit von Wiedervereinigung daherreden , haben aus der Geschichte nichts gelernt ... “ , so Hans Eichel , der spätere SPD-Finanzminister noch im November 1989 , oder Joschka Fischer im Oktober 1989 : „ Vergessen wir die Wiedervereinigung .","[START] Ich [END] zitiere : [START] „ Diejenigen [END] , [START] die [END] derzeit von [START] Wiedervereinigung [END] daherreden , haben aus [START] der Geschichte [END] [START] nichts [END] gelernt ... “ , so Hans Eichel , der spätere SPD-Finanzminister noch im [START] November [END] 1989 , oder [START] Joschka Fischer [END] im [START] Oktober [END] 1989 : „ Vergessen [START] wir [END] [START] die Wiedervereinigung [END] .","['B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",
"Aus unserer Sicht sind das zwei recht extreme Positionen , zwischen denen die AfD steht .","Aus [START] unserer Sicht [END] sind [START] das zwei recht extreme Positionen [END] , zwischen [START] denen [END] [START] die AfD [END] steht .","['O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",
Wir wollen mit diesem Gesetz mal bewusst einen ganz neuen Weg ausprobieren .,[START] Wir [END] wollen mit [START] diesem Gesetz [END] mal bewusst [START] einen ganz neuen Weg [END] ausprobieren .,"['B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O']","[1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Sie sind noch in keiner Koalition .,[START] Sie [END] sind noch in [START] keiner Koalition [END] .,"['B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 1]",,"[0, 0, 0, 0, 1, 1, 0]",
"Es gibt noch einen weiteren Grund , weshalb wir mit kostenlosen Antikörpertests nicht nur diesen jungen Menschen Entscheidungshilfe liefern sollten , sondern auch unser Impfsystem insgesamt entlasten .","Es gibt noch [START] einen weiteren Grund [END] , weshalb [START] wir [END] mit [START] kostenlosen Antikörpertests [END] [START] nicht nur diesen jungen Menschen [END] [START] Entscheidungshilfe [END] liefern sollten , sondern [START] auch unser Impfsystem [END] insgesamt entlasten .","['O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es ist jedem unbenommen , darüber zu diskutieren , ob das ausreichend ist oder nicht .","[START] Es [END] ist [START] jedem [END] unbenommen , darüber zu diskutieren , ob [START] das [END] ausreichend ist oder nicht .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Dann haben wir wirklich aus der Geschichte gelernt .,Dann haben [START] wir [END] wirklich aus [START] der Geschichte [END] gelernt .,"['O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[1, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",
Das unterstützen wir nachdrücklich .,[START] Das [END] unterstützen [START] wir [END] nachdrücklich .,"['B', 'O', 'B', 'O', 'O']","[0, 1]",,"[0, 0, 1, 0, 0]",
"Damit sich die Fahrgäste wohlfühlen , muss jetzt mehr für die Hygiene getan werden , zum Beispiel durch Luftfilterung mit verbesserten Klimaanlagen .","Damit [START] sich [END] [START] die Fahrgäste [END] wohlfühlen , muss jetzt mehr für [START] die Hygiene [END] getan werden , zum [START] Beispiel [END] durch [START] Luftfilterung [END] mit [START] verbesserten Klimaanlagen [END] .","['O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 1, 0, 0, 0, 0]",,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wenn das der Fall ist , wenn alle Beteiligten endlich an einem Tisch sitzen , dann ist das nichts anderes als die Eröffnung eines wirklichen politischen Prozesses zur Lösung des Syrien-Konfliktes .","Wenn [START] das [END] [START] der Fall [END] ist , wenn [START] alle Beteiligten [END] endlich an [START] einem Tisch [END] sitzen , dann ist [START] das [END] [START] nichts anderes [END] als die Eröffnung [START] eines wirklichen politischen Prozesses [END] zur [START] Lösung [END] [START] des Syrien-Konfliktes [END] .","['O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'B', 'I', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Sie werden uns nachsehen , dass wir nach wie vor der Überzeugung sind , dass da , wo Gewinne versteuert werden , auch Verluste steuerlich akzeptiert werden müssen .","[START] Sie [END] werden [START] uns [END] nachsehen , dass [START] wir [END] nach wie vor [START] der Überzeugung [END] sind , dass da , wo [START] Gewinne [END] versteuert werden , [START] auch Verluste [END] steuerlich akzeptiert werden müssen .","['B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Staatsminister Michael Roth , SPD , ist der nächste Redner .","[START] Staatsminister Michael Roth [END] , [START] SPD [END] , ist [START] der nächste Redner [END] .","['B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O']","[1, 1, 1]",,"[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",
"Jetzt mag man sagen : Naja , diese natürliche Immunität hilft vielleicht nicht gegen die Mutationen , und sie ist vielleicht auch nicht dauerhaft .","Jetzt mag [START] man [END] sagen : Naja , [START] diese natürliche Immunität [END] hilft vielleicht nicht gegen [START] die Mutationen [END] , und [START] sie [END] ist vielleicht auch nicht dauerhaft .","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Daneben möchte die FDP der Wirtschaft mit noch mehr Fachkräften helfen .,Daneben möchte [START] die FDP [END] [START] der Wirtschaft [END] mit [START] noch mehr Fachkräften [END] helfen .,"['O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 0, 1]",,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]",
"Ich lasse Fragen immer dann zu , wenn derjenige oder diejenige nicht schon im Plenum geredet hat oder noch reden wird .","[START] Ich [END] lasse [START] Fragen [END] immer dann zu , wenn [START] derjenige [END] oder [START] diejenige [END] nicht schon im [START] Plenum [END] geredet hat oder noch reden wird .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 1, 1, 1]",,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
Die Situation im Land ist dramatisch .,[START] Die Situation [END] im [START] Land [END] ist dramatisch .,"['B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
Wir hatten diese Bürokratie bereits abgeschafft ; jetzt soll das wieder kommen .,[START] Wir [END] hatten [START] diese Bürokratie [END] bereits abgeschafft ; jetzt soll [START] das [END] wieder kommen .,"['B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Davon wird abhängig sein , welche Pläne wir weiterverfolgen und welche nicht .","Davon wird abhängig sein , [START] welche Pläne [END] wir weiterverfolgen und [START] welche [END] nicht .","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die deutsche Bevölkerung schrumpft seit 2010 um circa 175 0 Menschen pro Jahr .,[START] Die deutsche Bevölkerung [END] schrumpft seit 2010 um [START] circa 175 0 Menschen [END] pro [START] Jahr [END] .,"['B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O']","[1, 1, 0]",,"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",
"– Es ist doch absurd , zu sagen : Vielleicht ist das ein Härtefall – oder eben auch nicht , meine Damen und Herren .","[START] – Es [END] ist doch absurd , zu sagen : Vielleicht ist [START] das [END] [START] ein Härtefall [END] – oder eben auch nicht , [START] meine Damen [END] und [START] Herren [END] .","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",
"Aber ich will Ihnen , auch aus der Kenntnis heraus , dort regelmäßig zu sitzen , einmal sagen : So schnell – und zwar unmittelbar nach der türkischen Offensive in Nordostsyrien – die Europäische Union in einer solchen Frage zu einer geschlossenen Haltung zu bringen , halte ich für einen Erfolg – ob Sie das so sehen oder eben nicht .","Aber [START] ich [END] will [START] Ihnen [END] , auch aus [START] der Kenntnis [END] heraus , dort regelmäßig zu sitzen , einmal sagen : So schnell – und zwar unmittelbar nach [START] der türkischen Offensive [END] in [START] Nordostsyrien [END] – die Europäische Union in [START] einer solchen Frage [END] zu [START] einer geschlossenen Haltung [END] zu bringen , halte [START] ich [END] für [START] einen Erfolg [END] – ob [START] Sie [END] [START] das [END] so sehen oder eben nicht .","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das wollen wir als Linke ausdrücklich nicht .,[START] Das [END] wollen [START] wir [END] als [START] Linke [END] ausdrücklich nicht .,"['B', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 1, 1]",,"[0, 0, 1, 0, 1, 0, 0, 0]",
Tatsächlich wird die Wohnungsnot in Deutschland jedoch jedes Jahr größer .,Tatsächlich wird [START] die Wohnungsnot [END] in [START] Deutschland [END] jedoch jedes Jahr größer .,"['O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"– Da gibt es doch nichts zu lachen , Frau Kollegin .","– Da gibt es doch [START] nichts [END] zu lachen , [START] Frau Kollegin [END] .","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",
Recht hat der Mann .,[START] Recht [END] hat [START] der Mann [END] .,"['B', 'O', 'B', 'I', 'O']","[0, 1]",,"[0, 0, 1, 1, 0]",
"Das fand dann zwar Eingang in die Verfassungen der ostdeutschen Bundesländer , in der Realität kam dies jedoch kaum zur Anwendung .","[START] Das [END] fand dann zwar [START] Eingang [END] in [START] die Verfassungen [END] [START] der ostdeutschen Bundesländer [END] , in [START] der Realität [END] kam [START] dies [END] jedoch kaum zur [START] Anwendung [END] .","['B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Der Bahnverkehr , vor allem der Personenverkehr , hat durch den Lockdown dramatische Einbrüche erlebt .","[START] Der Bahnverkehr [END] , vor [START] allem [END] der Personenverkehr , hat durch [START] den Lockdown [END] [START] dramatische Einbrüche [END] erlebt .","['B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Herr Präsident !,[START] Herr Präsident [END] !,"['B', 'I', 'O']",[1],,"[1, 1, 0]",
"Wenn eine Vorschrift im Kern gut ist , sollte es uns doch eigentlich mal gelingen , sie dann auch so auszugestalten , dass das Gute nicht gleich wieder durch ein Mehr an Bürokratie aufgefressen wird .","Wenn [START] eine Vorschrift [END] im [START] Kern [END] gut ist , sollte [START] es [END] [START] uns [END] doch eigentlich mal gelingen , [START] sie [END] dann auch so auszugestalten , dass [START] das Gute [END] nicht gleich wieder durch [START] ein Mehr [END] an [START] Bürokratie [END] aufgefressen wird .","['O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir sehen , es gibt technische Lösungen , aber die technischen Lösungen sind aufgrund der Menge des Wassers nicht einfach umzusetzen .","[START] Wir [END] sehen , es gibt [START] technische Lösungen [END] , aber [START] die technischen Lösungen [END] sind aufgrund [START] der Menge [END] [START] des Wassers [END] nicht einfach umzusetzen .","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Angesichts von Hass , Hetze und Polarisierung , die die AfD seit Jahren in den Parlamenten und auf den Straßen betreibt , ist dieses basisdemokratische Gehabe einfach nur zynisch .","Angesichts von [START] Hass [END] , [START] Hetze [END] und [START] Polarisierung [END] , [START] die [END] [START] die AfD [END] seit [START] Jahren [END] in [START] den Parlamenten [END] und auf [START] den Straßen [END] betreibt , ist [START] dieses basisdemokratische Gehabe [END] einfach nur zynisch .","['O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"In dem bereits vom Kollegen Daldrup erwähnten DeutschlandTrend sagen sogar 52 Prozent der FDP-Wählerinnen und FDP-Wähler , dass Sie die Vermögensteuer für eine gute Idee halten .","In dem bereits vom [START] Kollegen Daldrup [END] erwähnten DeutschlandTrend sagen [START] sogar 52 Prozent [END] [START] der FDP-Wählerinnen [END] und [START] FDP-Wähler [END] , dass [START] Sie [END] [START] die Vermögensteuer [END] für [START] eine gute Idee [END] halten .","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir , wie alle anderen Beteiligten , erwarten von der Türkei , dass sie gerade jetzt den politischen Prozess unter der Ägide der Vereinten Nationen unterstützt .","[START] Wir [END] , [START] wie alle anderen Beteiligten [END] , erwarten von [START] der Türkei [END] , dass [START] sie [END] gerade jetzt [START] den politischen Prozess [END] unter [START] der Ägide [END] [START] der Vereinten Nationen [END] unterstützt .","['B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O']","[1, 1, 1, 0, 0, 0, 1]",,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",
